filename,function_name,smell,name_smell,message
/Users/broke31/Desktop/smell_ai/input/projects/wandb/tests/functional_tests/t0_main/kfp/kfp-pipeline-pytorch.py,train_model,1,gradients_not_cleared_before_backward_propagation,"If optimizer.zero_grad() is not used before loss_- fn.backward(), the gradients will be accumulatedfrom all loss_- fn.backward() calls and it will lead to the gradient explosion,which fails the training."
/Users/broke31/Desktop/smell_ai/input/projects/wandb/tests/functional_tests/t0_main/kfp/kfp-pipeline-pytorch.py,train,1,gradients_not_cleared_before_backward_propagation,"If optimizer.zero_grad() is not used before loss_- fn.backward(), the gradients will be accumulatedfrom all loss_- fn.backward() calls and it will lead to the gradient explosion,which fails the training."
/Users/broke31/Desktop/smell_ai/input/projects/wandb/tests/functional_tests/t0_main/torch/t3_ddp_basic.py,demo_basic,1,gradients_not_cleared_before_backward_propagation,"If optimizer.zero_grad() is not used before loss_- fn.backward(), the gradients will be accumulatedfrom all loss_- fn.backward() calls and it will lead to the gradient explosion,which fails the training."
/Users/broke31/Desktop/smell_ai/input/projects/wandb/tests/functional_tests/t0_main/torch/t1_sparse_tensors.py,main,1,gradients_not_cleared_before_backward_propagation,"If optimizer.zero_grad() is not used before loss_- fn.backward(), the gradients will be accumulatedfrom all loss_- fn.backward() calls and it will lead to the gradient explosion,which fails the training."
/Users/broke31/Desktop/smell_ai/input/projects/wandb/tests/functional_tests/t0_main/torch/t2_mp_simple.py,train_epoch,1,gradients_not_cleared_before_backward_propagation,"If optimizer.zero_grad() is not used before loss_- fn.backward(), the gradients will be accumulatedfrom all loss_- fn.backward() calls and it will lead to the gradient explosion,which fails the training."
/Users/broke31/Desktop/smell_ai/input/projects/wandb/tests/functional_tests/t0_main/profiler/profiler.py,test_profiler,1,gradients_not_cleared_before_backward_propagation,"If optimizer.zero_grad() is not used before loss_- fn.backward(), the gradients will be accumulatedfrom all loss_- fn.backward() calls and it will lead to the gradient explosion,which fails the training."
/Users/broke31/Desktop/smell_ai/input/projects/wandb/tests/functional_tests/t0_main/profiler/profiler.py,train,1,gradients_not_cleared_before_backward_propagation,"If optimizer.zero_grad() is not used before loss_- fn.backward(), the gradients will be accumulatedfrom all loss_- fn.backward() calls and it will lead to the gradient explosion,which fails the training."
/Users/broke31/Desktop/smell_ai/input/projects/wandb/tests/functional_tests/t0_main/metaflow/wandb-example-flow-decostep.py,start,1,columns_and_datatype_not_explicitly_set,"If the datatype or the columns are not set explicitly, it may silently continue the next step even though the input is unexpected, which may cause errors later.It is recommended to set the columns and DataType explicitly in data processing."
/Users/broke31/Desktop/smell_ai/input/projects/wandb/tests/functional_tests/t0_main/metaflow/wandb-pytorch-flow.py,train,1,gradients_not_cleared_before_backward_propagation,"If optimizer.zero_grad() is not used before loss_- fn.backward(), the gradients will be accumulatedfrom all loss_- fn.backward() calls and it will lead to the gradient explosion,which fails the training."
/Users/broke31/Desktop/smell_ai/input/projects/wandb/tests/functional_tests/t0_main/metaflow/wandb-example-flow-decoboth.py,start,1,columns_and_datatype_not_explicitly_set,"If the datatype or the columns are not set explicitly, it may silently continue the next step even though the input is unexpected, which may cause errors later.It is recommended to set the columns and DataType explicitly in data processing."
/Users/broke31/Desktop/smell_ai/input/projects/wandb/tests/functional_tests/t0_main/metaflow/wandb-example-flow-decoclass.py,start,1,columns_and_datatype_not_explicitly_set,"If the datatype or the columns are not set explicitly, it may silently continue the next step even though the input is unexpected, which may cause errors later.It is recommended to set the columns and DataType explicitly in data processing."
/Users/broke31/Desktop/smell_ai/input/projects/wandb/tests/functional_tests/t0_main/metaflow/wandb-foreach-flow.py,start,1,columns_and_datatype_not_explicitly_set,"If the datatype or the columns are not set explicitly, it may silently continue the next step even though the input is unexpected, which may cause errors later.It is recommended to set the columns and DataType explicitly in data processing."
/Users/broke31/Desktop/smell_ai/input/projects/wandb/tests/pytest_tests/unit_tests/test_data_types.py,test_image_accepts_bounding_boxes,1,Chain_Indexing,Using chain indexing may cause performance issues.
/Users/broke31/Desktop/smell_ai/input/projects/wandb/tests/pytest_tests/unit_tests/test_data_types.py,test_image_accepts_bounding_boxes_optional_args,1,Chain_Indexing,Using chain indexing may cause performance issues.
/Users/broke31/Desktop/smell_ai/input/projects/wandb/tests/pytest_tests/unit_tests/test_data_types.py,test_image_accepts_masks,1,Chain_Indexing,Using chain indexing may cause performance issues.
/Users/broke31/Desktop/smell_ai/input/projects/wandb/tests/pytest_tests/unit_tests/test_data_types.py,test_image_accepts_masks_without_class_labels,1,Chain_Indexing,Using chain indexing may cause performance issues.
/Users/broke31/Desktop/smell_ai/input/projects/wandb/tests/pytest_tests/unit_tests/test_data_types.py,test_audio_to_json,2,Chain_Indexing,Using chain indexing may cause performance issues.
/Users/broke31/Desktop/smell_ai/input/projects/wandb/tests/pytest_tests/unit_tests/test_data_types.py,test_table_custom,1,columns_and_datatype_not_explicitly_set,"If the datatype or the columns are not set explicitly, it may silently continue the next step even though the input is unexpected, which may cause errors later.It is recommended to set the columns and DataType explicitly in data processing."
/Users/broke31/Desktop/smell_ai/input/projects/wandb/tests/pytest_tests/unit_tests/test_data_types.py,test_table_from_pandas,1,columns_and_datatype_not_explicitly_set,"If the datatype or the columns are not set explicitly, it may silently continue the next step even though the input is unexpected, which may cause errors later.It is recommended to set the columns and DataType explicitly in data processing."
